Id,Country,City,Flt No,Eff_date,Disc_date,Freq,Freq_Day_Name,Dep,DepartT,Arr,ArriveT,BlockTime,Subfleet
,India,Delhi,XW306,31/03/19,23/04/19,.2..5.7,TueFriSun,DMK,22:40,DEL,1:15,4:05,772
,India,Delhi,XW305,01/04/19,24/04/19,1.3..6.,MonWedSat,DEL,2:55,DMK,8:35,4:10,772
,India,Delhi,XW306,25/04/19,19/07/19,.2.45.7,TueThuFriSun,DMK,22:40,DEL,1:15,4:05,772
,India,Delhi,XW305,26/04/19,24/07/19,1.3.56.,MonWedFriSat,DEL,2:55,DMK,8:35,4:10,772
,India,Delhi,XW306,21/07/19,21/07/19,......7,Sun,DMK,23:15,DEL,1:50,4:05,772
,India,Delhi,XW306,23/07/19,30/07/19,.2....7,TueSun,DMK,22:40,DEL,1:15,4:05,772
,India,Delhi,XW306,26/07/19,26/07/19,....5..,Fri,DMK,7:00,DEL,9:35,4:05,772
,India,Delhi,XW305,26/07/19,26/07/19,....5..,Fri,DEL,10:35,DMK,16:15,4:10,772
,India,Delhi,XW305,29/07/19,26/10/19,1.3.56.,MonWedFriSat,DEL,2:55,DMK,8:35,4:10,772
,India,Delhi,XW306,01/08/19,25/10/19,.2.45.7,TueThuFriSun,DMK,22:40,DEL,1:15,4:05,772
,India,Delhi,XW305,27/10/18,31/12/18,1.3.56.,MonWedFriSat,DEL,2:55,DMK,8:35,4:10,772
,India,Delhi,XW306,26/10/18,31/12/18,.2.45.7,TueThuFriSun,DMK,22:40,DEL,1:15,4:05,772
,Japan,Tokyo,XW102,01/01/19,30/03/19,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,01/01/19,30/03/19,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,31/03/19,04/06/19,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,31/03/19,04/06/19,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,06/06/19,13/06/19,12345.7,MonTueWedThuFriSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,06/06/19,13/06/19,12345.7,MonTueWedThuFriSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,15/06/19,23/06/19,0.234567,NATueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,15/06/19,23/06/19,0.234567,NATueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,24/06/19,04/07/19,1.34567,MonWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,24/06/19,04/07/19,1.34567,MonWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,07/07/19,14/07/19,.2.4567,TueThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,07/07/19,14/07/19,.2.4567,TueThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,15/07/19,19/07/19,12.45..,MonTueThuFri,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,15/07/19,21/07/19,12.4567,MonTueThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,20/07/19,28/07/19,.....67,SatSun,DMK,3:55,NRT,12:00,6:05,772
,Japan,Tokyo,XW102,23/07/19,01/08/19,1234...,MonTueWedThu,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW102,26/07/19,26/07/19,....5..,Fri,DMK,2:55,NRT,11:00,6:05,772
,Japan,Tokyo,XW102,02/08/19,27/08/19,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,23/07/19,27/08/19,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,30/08/19,05/09/19,1..4567,MonThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,30/08/19,05/09/19,1..4567,MonThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,07/09/19,15/09/19,.2.4567,TueThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,07/09/19,15/09/19,.2.4567,TueThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,16/09/19,25/09/19,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,16/09/19,25/09/19,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,27/09/19,05/10/19,12.456.,MonTueThuFriSat,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,27/09/19,05/10/19,12.456.,MonTueThuFriSat,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,06/10/19,26/10/19,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,06/10/19,26/10/19,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Tokyo,XW102,27/10/18,31/12/18,1234567,MonTueWedThuFriSatSun,DMK,2:20,NRT,10:25,6:05,772
,Japan,Tokyo,XW101,27/10/18,31/12/18,1234567,MonTueWedThuFriSatSun,NRT,13:55,DMK,18:25,6:30,772
,Japan,Osaka,XW112,01/01/19,30/03/19,1.34567,MonWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,01/01/19,30/03/19,12.4567,MonTueThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW111,31/03/19,31/03/19,......7,Sun,KIX,8:30,DMK,12:45,6:15,772
,Japan,Osaka,XW112,31/03/19,02/06/19,1.34567,MonWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,01/04/19,03/06/19,12.4567,MonTueThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,05/06/19,14/06/19,1.3456.,MonWedThuFriSat,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,06/06/19,15/06/19,.2.4567,TueThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,16/06/19,24/06/19,1..45.7,MonThuFriSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,17/06/19,25/06/19,12..56.,MonTueFriSat,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,26/06/19,04/07/19,1.34567,MonWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,27/06/19,05/07/19,12.4567,MonTueThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,06/07/19,14/07/19,0.234567,NATueWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,07/07/19,15/07/19,1.34567,MonWedThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,15/07/19,23/07/19,12.456.,MonTueThuFriSat,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,16/07/19,24/07/19,.23.567,TueWedFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,24/07/19,02/09/19,1234567,MonTueWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,25/07/19,03/09/19,1234567,MonTueWedThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,04/09/19,13/09/19,12345.7,MonTueWedThuFriSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,05/09/19,14/09/19,123456,MonTueWedThuFriSat,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,14/09/19,30/09/19,1234567,MonTueWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,15/09/19,01/10/19,1234567,MonTueWedThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,02/10/19,09/10/19,123.567,MonTueWedFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,03/10/19,10/10/19,1234.67,MonTueWedThuSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,10/10/19,26/10/19,1234567,MonTueWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,11/10/19,26/10/19,1234567,MonTueWedThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Osaka,XW112,27/10/18,31/12/18,1234567,MonTueWedThuFriSatSun,DMK,23:40,KIX,7:10,5:30,772
,Japan,Osaka,XW111,27/10/18,31/12/18,1234567,MonTueWedThuFriSatSun,KIX,8:30,DMK,12:10,5:40,772
,Japan,Chitose (Charter Service),XW931,02/04/19,23/04/19,.2..5..,TueFri,DMK,4:15,CTS,12:55,6:40,772
,Japan,Chitose (Charter Service),XW932,02/04/19,23/04/19,.2..5..,TueFri,CTS,15:15,DMK,20:15,7:00,772
,Taiwan,Taipei,XW182,01/01/19,30/03/19,1......,Mon,DMK,3:55,TPE,8:30,3:35,772
,Taiwan,Taipei,XW181,01/01/19,30/03/19,1......,Mon,TPE,9:45,DMK,12:25,3:40,772
,Taiwan,Taipei,XW182,31/03/19,30/06/19,..3...7,WedSun,DMK,2:15,TPE,7:05,3:50,772
,Taiwan,Taipei,XW181,31/03/19,30/06/19,..3...7,WedSun,TPE,9:40,DMK,12:15,3:35,772
,Taiwan,Taipei,XW182,01/04/19,24/06/19,1......,Mon,DMK,3:55,TPE,8:30,3:35,772
,Taiwan,Taipei,XW181,01/04/19,24/06/19,1......,Mon,TPE,9:45,DMK,12:25,3:40,772
,Taiwan,Taipei,XW182,04/04/19,27/06/19,...4...,Thu,DMK,4:00,TPE,8:55,3:55,772
,Taiwan,Taipei,XW182,05/04/19,28/06/19,....5..,Fri,DMK,2:45,TPE,7:35,3:50,772
,Taiwan,Taipei,XW181,04/04/19,28/06/19,...45..,ThuFri,TPE,10:10,DMK,12:45,3:35,772
,Taiwan,Taipei,XW182,18/05/19,01/06/19,.....6.,Sat,DMK,3:00,TPE,7:45,3:45,772
,Taiwan,Taipei,XW181,18/05/19,01/06/19,.....6.,Sat,TPE,10:20,DMK,13:00,3:40,772
,Taiwan,Taipei,XW182,04/06/19,11/06/19,.2...6.,TueSat,DMK,3:00,TPE,7:45,3:45,772
,Taiwan,Taipei,XW181,04/06/19,11/06/19,.2...6.,TueSat,TPE,10:20,DMK,13:00,3:40,772
,Taiwan,Taipei,XW182,18/06/19,29/06/19,.2...6.,TueSat,DMK,3:00,TPE,7:45,3:45,772
,Taiwan,Taipei,XW181,18/06/19,29/06/19,.2...6.,TueSat,TPE,10:20,DMK,13:00,3:40,772
,Taiwan,Taipei,XW182,01/07/19,24/07/19,1.3.5..,MonWedFri,DMK,6:55,TPE,11:50,3:55,772
,Taiwan,Taipei,XW181,01/07/19,24/07/19,1.3.5..,MonWedFri,TPE,13:00,DMK,15:35,3:35,772
,Taiwan,Taipei,XW182,02/07/19,16/07/19,.2...6.,TueSat,DMK,6:35,TPE,11:20,3:45,772
,Taiwan,Taipei,XW181,02/07/19,16/07/19,.2...6.,TueSat,TPE,12:40,DMK,15:20,3:40,772
,Taiwan,Taipei,XW182,04/07/19,18/07/19,...4..7,ThuSun,DMK,6:05,TPE,10:35,3:30,772
,Taiwan,Taipei,XW181,04/07/19,18/07/19,...4..7,ThuSun,TPE,12:10,DMK,14:50,3:40,772
,Taiwan,Taipei,XW182,20/07/19,20/07/19,.....6.,Sat,DMK,10:05,TPE,14:50,3:45,772
,Taiwan,Taipei,XW181,20/07/19,20/07/19,.....6.,Sat,TPE,15:50,DMK,18:30,3:40,772
,Taiwan,Taipei,XW182,21/07/19,28/07/19,......7,Sun,DMK,7:00,TPE,11:30,3:30,772
,Taiwan,Taipei,XW181,21/07/19,28/07/19,......7,Sun,TPE,12:30,DMK,15:10,3:40,772
,Taiwan,Taipei,XW182,23/07/19,30/07/19,.2...6.,TueSat,DMK,6:35,TPE,11:20,3:45,772
,Taiwan,Taipei,XW181,23/07/19,30/07/19,.2...6.,TueSat,TPE,12:40,DMK,15:20,3:40,772
,Taiwan,Taipei,XW182,25/07/19,25/07/19,...4...,Thu,DMK,6:05,TPE,10:35,3:30,772
,Taiwan,Taipei,XW181,25/07/19,25/07/19,...4...,Thu,TPE,12:10,DMK,14:50,3:40,772
,Taiwan,Taipei,XW182,26/07/19,26/07/19,....5..,Fri,DMK,8:00,TPE,12:55,3:55,772
,Taiwan,Taipei,XW181,26/07/19,26/07/19,....5..,Fri,TPE,13:55,DMK,16:30,3:35,772
,Taiwan,Taipei,XW182,29/07/19,31/07/19,1.3....,MonWed,DMK,6:55,TPE,11:50,3:55,772
,Taiwan,Taipei,XW181,29/07/19,31/07/19,1.3....,MonWed,TPE,13:00,DMK,15:35,3:35,772
,Taiwan,Taipei,XW182,01/08/19,26/10/19,123456,MonTueWedThuFriSat,DMK,3:45,TPE,8:30,3:45,772
,Taiwan,Taipei,XW181,01/08/19,26/10/19,123456,MonTueWedThuFriSat,TPE,10:20,DMK,13:00,3:40,772
,Taiwan,Taipei,XW182,04/08/19,20/10/19,......7,Sun,DMK,3:20,TPE,8:05,3:45,772
,Taiwan,Taipei,XW181,04/08/19,20/10/19,......7,Sun,TPE,9:55,DMK,12:35,3:40,772
,Taiwan,Taipei,XW182,21/10/18,31/12/18,......7,Sun,DMK,3:20,TPE,8:05,3:45,772
,Taiwan,Taipei,XW181,21/10/18,31/12/18,......7,Sun,TPE,9:55,DMK,12:35,3:40,772
